de;1126;2;1
la;878;2;2
les;599;3;3
le;492;2;4
à;435;2;5
des;348;3;6
et;332;2;7
il;330;2;8
se;256;2;9
un;246;2;10
en;241;2;11
du;231;2;12
une;225;3;13
dans;213;4;14
que;208;3;15
qui;203;3;16
au;176;2;17
ne;173;2;18
pas;150;3;19
avait;144;5;20
elle;139;4;21
son;130;3;22
par;126;3;23
sa;125;2;24
lui;116;3;25
Il;116;2;26
sur;114;3;27
pour;113;4;28
plus;107;4;29
était;103;6;30
ce;86;2;31
ses;83;3;32
Et;83;2;33
on;82;2;34
cette;82;5;35
si;78;2;36
qu'il;74;5;37
leur;74;4;38
avec;74;4;39
Mais;74;4;40
comme;73;5;41
je;65;2;42
d'un;64;4;43
sans;62;4;44
tout;61;4;45
vous;60;4;46
pain;57;4;47
ils;57;3;48
deux;56;4;49
y;52;1;50
encore;51;6;51
ces;51;3;52
d'une;50;5;53
où;49;3;54
bien;48;4;55
Hennebeau;48;9;56
donc;46;4;57
même;45;5;58
On;45;2;59
qu'on;44;5;60
Elle;44;4;61
route;43;5;62
aux;41;3;63
dont;40;4;64
La;40;2;65
femmes;38;6;66
sous;37;4;67
qu'elle;37;7;68
hommes;37;6;69
Les;37;3;70
Chaval;37;6;71
A;37;1;72
fond;36;4;73
femme;36;5;74
bande;36;5;75
Etienne;36;7;76
s'était;34;8;77
porte;34;5;78
Catherine;34;9;79
nous;33;4;80
Montsou;33;7;81
tous;32;4;82
devant;32;6;83
derrière;32;9;84
camarades;32;9;85
coups;31;5;86
coup;31;4;87
ça;30;3;88
voix;30;4;89
toujours;30;8;90
là;30;3;91
fosse;30;5;92
avaient;30;7;93
tu;29;2;94
contre;29;6;95
Le;29;2;96
Alors;29;5;97
tête;28;5;98
tandis;28;6;99
leurs;28;5;100
